Title,Description,Ingredients,Directions,Link
Grilled Spaghetti,"Grilled spaghetti is cooked directly in a very simple sauce, so that all the extra flavor from toasting dry pasta on a grill stays in the sauce. This is delicious on its own as a side dish, or as a base for other grilled things like eggplant or chicken.","['8 ounces thick dry spaghetti', '3 tablespoons olive oil', '3 clove garlic, thinly sliced', '2 rounded tablespoons tomato paste', '3 3/4 cups chicken broth, plus more as needed', '1 teaspoon salt, or to taste, depending on salt level of broth', '2 tablespoons unsalted butter', '1/4 cup basil leaves, torn into small pieces', '1/4 cup finely grated Parmigiano Reggiano\xa0or to taste', '1 pinch red chili flakes (optional)']","['Prepare an outdoor charcoal grill for medium-high heat.', 'Place dry spaghetti on the hot charcoal grill, and cook, tossing often with tongs until the pasta is toasted to a light brown, about 4 minutes. Remove and set aside.', 'Add olive oil to a pan, and set over medium heat. Add garlic and sauté until fragrant, 30 seconds to 1 minute. Add tomato paste and sauté for about 1 minute; pour in broth.', 'Raise heat to medium-high and bring broth to a simmer. Add salt and grilled spaghetti, and use tongs to move spaghetti back and forth until it softens enough to be covered by the broth.', 'Cook, stirring, until spaghetti is as tender as you like; it will take a few minutes longer than package directions indicate. If pan gets too dry, add another splash of broth.', 'Reduce heat to low; stir in butter and basil. Turn off heat and stir in cheese. Serve immediately.']",https://www.allrecipes.com/grilled-spaghetti-recipe-8675070
Bacon Stuffed French Toast Sliders,"These bacon stuffed French toast sliders make a terrific breakfast for a crowd - smoky, salty, sweet, and savory.","['1 pound bacon', '1 (12 count) package Hawaiian rolls', '1/4 cup softened butter, divided', '1/4 cup brown sugar', '1/8 teaspoon cayenne pepper, or more to taste', '2 large eggs', '1/3 cup half-and-half', '1 teaspoon vanilla extract', '1/4 teaspoon salt', '1 tablespoon maple syrup, plus more for serving', ""confectioner's sugar, for serving (optional)""]","['Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil, and lay bacon strips in a single layer on the sheet.', 'Bake in the preheated oven until browned and crisp, about 15 minutes. Drain bacon slices on paper towels.', 'Reduce the oven temperature to 325 degrees F (160 degrees C). Slice rolls in half lengthwise. Spread 2 tablespoons butter over the cut side of bottom half of rolls. Top evenly with brown sugar and cayenne pepper. Arrange bacon slices over brown sugar mixture.', 'Spread 1 tablespoon butter evenly into the bottom of a 9x13-inch casserole dish. Place the prepared sandwich half in the buttered pan.', 'Whisk eggs, half-and-half, vanilla, salt, and syrup together in a separate 9x13-inch baking dish.\xa0Add top half of rolls to egg mixture and turn a couple times to coat and lightly soak the bread. Allow the excess egg mixture to drip off and place top half of rolls over bacon layer. Cover with foil.\xa0Discard any excess egg mixture.', 'Bake in the preheated oven for 15 minutes. Uncover and bake until golden brown and lightly toasted, 5 to 10 minutes more.', ""Spread remaining butter over the tops. Cut into 12 servings. Dust with confectioner's sugar. Serve with syrup for dipping.""]",https://www.allrecipes.com/bacon-stuffed-french-toast-sliders-recipe-8674932
Easy Eggs Benedict Breakfast Sliders,"These easy eggs Benedict breakfast sliders make a crowd-pleasing breakfast. Hawaiian rolls are filled with ham and eggs, and baked while you make an easy Hollandaise sauce.","['1 (12 count) package Hawaiian rolls', '6 thin slices ham,\xa0cut in half', '12 small or medium eggs', '1 teaspoon kosher salt', '1 (0.9 ounce) packet Hollandaise sauce mix, such as Knorr®', '1 cup milk', '1/4 cup butter', '1/4 teaspoon freshly ground black pepper', '1 tablespoon finely chopped chives']","['Preheat the oven to 375 degrees F (190 degrees C). Place rolls into a 9x13-inch baking dish. Press a hole into the center of each roll and use fingers or a small spoon to press the bread in and around to create a large well.', 'Place a half slice of ham into the form of each roll. Crack an egg into each and sprinkle evenly with salt.', 'Bake in the preheated oven until the whites are set and the yolks are still runny, about 20 minutes, rotating the pan halfway through baking time.', 'Meanwhile, prepare Hollandaise with milk and butter according to package directions.', 'Carefully cut rolls into 12 servings and serve topped with 2 tablespoons Hollandaise sauce and a sprinkle of pepper and chives.']",https://www.allrecipes.com/easy-eggs-benedict-breakfast-sliders-recipe-8674912
Ultimate Cowboy Breakfast Sliders,"The ultimate cowboy breakfast sliders are made by baking a rectangular slab of sausage, a 9x13-inch pan of eggs, and then layering them with cheese inside a package of Hawaiian rolls. The smoky, zesty, savory flavor comes from Cowboy Butter, a compound butter recipe you'll want to make ahead of time. It's linked in the ingredients.","['1 pound ground breakfast sausage', '8 large eggs', '3 tablespoons heavy cream', '1/2 teaspoon kosher salt', '1/4 teaspoon pepper', '1 (12 count) package Hawaiian rolls', '4 tablespoons Cowboy Butter, divided', '3 green onions, thinly sliced', '8 slices pepper Jack cheese']","['Preheat the oven to 375 degrees F (190 degrees C). Line a 9x13-inch rimmed baking sheet with foil. Press sausage to the sides of the pan, or to a rectangular shape just larger than the shape of the Hawaiian rolls.', 'Bake sausage in the preheated oven for 10 minutes.', 'Meanwhile, coat a second 9x13-inch baking dish heavily with cooking spray. Crack eggs into the prepared pan. Use a knife to break the yolks of each egg and slightly spread the yolks. Drizzle cream over eggs; sprinkle with salt and pepper.', 'Bake eggs in the oven on another rack, leaving the sausage in the oven to continue baking, until eggs are set, 5 to 7 minutes. Remove eggs from oven and turn the oven’s broiler to High.', 'Broil sausage until browned on top, about 3 minutes.', 'Slice Hawaiian rolls in half lengthwise and spread 1 tablespoon Cowboy Butter on the bottom halves of the rolls. Drain sausage and place sausage patty on rolls. Carefully slide eggs from pan onto sausage and trim off any excess, if desired. Sprinkle evenly with green onions and top with cheese slices and top halves of rolls. Place rolls in the baking dish and spread tops evenly with remaining butter.', 'Bake until butter is melted and rolls are lightly browned and toasted, about 5 minutes. Cut into 12 servings and serve.']",https://www.allrecipes.com/ultimate-cowboy-breakfast-sliders-recipe-8674868
This Matcha Martini Will Be Your Go-to Drink of the Summer,"Cool off with this creamy, vodka cocktail.","['2 ounces matcha, brewed and cooled (we suggest 1 teaspoon matcha +1/4 cup hot water)', '1 ounce vodka', '1/2 ounce\xa0white\xa0creme de cacao', '1/2 ounce simple syrup', 'pinch of matcha powder, to garnish (optional)']","['Whether shaken or stirred; made with alcohol or a\xa0spirit-free swap; infused with\xa0pomegranate juice\xa0or flavored like a\xa0Girl Scout cookie, the 21st century martini is still ""in."" But she has far fewer rules than the James Bond classic—and we love to see it.', 'Hot on the heels of the\xa0espresso martini, which took over cocktail bars around the world circa 2022, a new drink du jour is making waves on social media: the Matcha Martini', 'Guessing who ""invented"" the first matcha martini is about like trying to pin down who created the concept of a\xa0casserole. Chances are high that they\'ve been served at cocktail bars around the world for years, but the idea really picked up steam on TikTok in early 2023.', 'The vivid green hue of a matcha martini is eye-catching and practically destined to go viral. Plus, the creamy consistency makes this drink feel like part cocktail, part dessert.', 'Matcha is the key ingredient that gives the emerald tint to this cocktail recipe. Translated from Japanese, matcha means ""powdered tea."" The leaves that are used to make matcha powder contain high levels of chlorophyll, hence the bright color.', 'Since everyone has a different style (and varying flavor preferences), there\'s no one standard or ""best"" matcha martini recipe. Scroll through #matchamartini on TikTok and you\'ll spy dozens of remixes, including everything from vodka to tequila and creamy latte-inspired drinks to fruity, juicy cocktails like our\xa0Tropical Matcha Cocktail recipe.', 'The basic formula includes matcha powder + a liquor (or try a spirit-free liquor alternative) + simple syrup + a creamy liqueur (such as white creme de cacao or almond, or orgeat for a\xa0N/A drink). Feel free to adjust amounts to meet your match(a).', 'Editorial contributions by Karla Walsh', 'Gather all ingredients.', 'In a cocktail shaker filled about 3/4 with ice, add prepared matcha, vodka, creme de cacao, and simple syrup.', 'Top with the lid, and shake for 1 to 2 minutes, or until frothy.', 'Strain into a cocktail glass and garnish with more matcha powder, if desired.']",https://www.allrecipes.com/matcha-martini-recipe-8659374
Peach and Blueberry Feta Salad,"This peach and blueberry feta salad is the BEST summer salad ever! Sweet fresh peaches, tart blueberries, and the creamy, savory flavor of the feta will have you coming back for more. The peach and basil vinaigrette dressing is the icing on the top.","['2 cups chopped Romaine lettuce', '3 fresh peaches\xa0- skin on, pitted, and cut into bite-sized pieces, divided', '1 English cucumber, cut into bite-sized pieces', '1 cup fresh blueberries', '1/2 cup crumbled feta cheese', '1/4 cup olive oil', '1/2 shallot', '1 tablespoon freshly squeezed lemon juice', '1 tablespoon finely chopped fresh basil', '1 tablespoon agave syrup or honey, or more to taste']","['Put chopped romaine, 2 peaches, cucumbers, and blueberries to a large bowl. Toss well, add feta on top, and set aside.', 'Add remaining peach, olive oil, shallot, lemon juice, basil, and agave to a food processor. Blend well, taste, and adjust if needed.', 'Drizzle dressing over salad and mix to combine.']",https://www.allrecipes.com/peach-and-blueberry-feta-salad-recipe-8674131
Copycat Costco Chicken Bake,"This copycat Costco chicken bake is an easier, better home version of the iconic sandwich, a pizza crust filled with chicken strips, creamy Caesar dressing, Italian cheese, bacon, and green onion.","['1 pound prepared pizza dough', '3 skinless, boneless chicken breasts', '1 teaspoon kosher salt', '1/2 teaspoon freshly ground black pepper', '1 teaspoon garlic powder', '1 1/2 tablespoons olive oil', '3/4 cup water, or more as needed', '1 tablespoon all-purpose flour, or as needed for surface', '1/2 cup creamy Caesar dressing', '6 slices bacon, cooked and crumbled', '2 green onions, thinly sliced', '1 cup shredded Italian cheeses, such as mozzarella and provolone, divided', '3/4 cup shredded Parmesan cheese, divided', '1 large egg, beaten']","['Let pizza dough rest at room temperature for about 1 hour before using.', 'Preheat the oven to 350 degrees F (175 degrees C). Line a baking sheet with aluminum foil, and lay bacon strips in a single layer on the sheet.', 'Bake in the preheated oven until browned and crisp, about 15 minutes. Drain bacon slices on paper towels. Crumble when cool enough to handle. Leave the oven on.', 'Season chicken with salt, pepper, and garlic powder.\xa0Heat a large ovenproof skillet over medium-high heat. Add oil. Place chicken breast in skillet, seasoned side down, and cook, undisturbed, until golden brown, about 5 minutes. Season the top side, flip, and cook 1 more minute. Add just enough water to fill the bottom of the pan and remove pan from heat.', 'Bake chicken in the preheated oven until an instant read thermometer, inserted near the center, reads 165 degrees F (74 degrees C), 17 to 20 minutes. Remove from heat and let stand until cool enough to handle. Chop chicken and set aside.', 'Increase the oven temperature to 400 degrees F (200 degrees C). Line a baking sheet with parchment.', 'Sprinkle flour onto a large work surface. Divide pizza dough into 3 portions. Roll each portion into a large circle about 12 to 13 inches wide. Spread dressing evenly over dough circles, leaving a 1-inch border. Sprinkle 2 tablespoons Parmesan cheese over dressing. Reserve 2 tablespoons shredded Italian cheese blend and set aside. Top dough circles evenly with chicken, bacon, green onions, and remaining Italian cheese blend. Fold outer left and right sides slightly over the filling. Roll the bottom of the dough circle over the filling and then roll towards the top edge until fully wrapped. Pinch edges to seal and use hands to work into a long log shape about 12 inches long. Place filled dough, seam side down, on the prepared baking sheet.', 'Brush beaten egg over tops of dough and sprinkle evenly with cheese blend. Sprinkle each with 1 tablespoon shredded Parmesan cheese.', 'Bake in the preheated oven until golden brown, about 20 minutes.']",https://www.allrecipes.com/copycat-costco-chicken-bake-recipe-8674763
Baked Lemon Boursin Pasta,Move over baked feta pasta!,"['1 5.2 ounce package of Boursin Garlic & Fine Herbs Cheese', '1 head\xa0of\xa0garlic', '1 lemon, halved', '1\xa0medium shallot, peeled and sliced', '1 teaspoon freshly ground black pepper', '1 teaspoon dried oregano', '2 tablespoons olive oil', '1 pound\xa0dried\xa0pasta\xa0of your choice, cooked according to package instructions', 'lemon zest and crushed red pepper flakes for garnish']","[""There's no denying it: Boursin Cheese is having a moment this summer, and it’s all thanks to TikTok. Videos of home cooks making baked Boursin Lemon Pasta have amassed millions of views on the social media app, with many creators praising the dish for its one-pot simplicity and fresh flavors."", ""Boursin, which is the brand name for a French style of cheese called Gournay cheese, is known for its creamy texture and garlicky flavor. It hails from Northern France, where it first gained popularity in the early '60s. Today, Boursin is a household name, and its versatility has made it a popular choice among cooks and creators on social media. Now the cheese is behind a viral pasta trend that calls to mind another baked cheese pasta that we still make to this day."", 'The Lemon Boursin Pasta is simple to make, and requires only a handful of ingredients. Start with a package of Boursin Garlic and Fine Herbs Cheese, a few lemons, a head of garlic, a shallot, and some pasta (we recommend paccheri or rotini.) Pull some dried oregano, black pepper, and olive oil from your pantry and you’re ready to go.', ""You’ll want to cook your pasta according to the package instructions, until al dente. While it’s cooking, all of the other ingredients go into a baking dish and bake for about 30 minutes. When the roasted lemon-and-cheese goodness is ready, simply squeeze and discard the lemons and mix everything together to form the easiest cheesy pasta sauce ever. Then it's as easy as tossing your cooked pasta in the sauce and serving."", 'Editorial contributions by Terri Peters', 'Gather all ingredients. Preheat oven to 400 degrees F (200 degrees C).', 'Unwrap the Boursin cheese and place it in the center of an 8x8-inch baking dish.', 'Cut the top off the garlic to expose the cloves and place in the dish, clove-side-up. Add the lemon halves, face down, and shallot to the dish. Sprinkle with black pepper and oregano and drizzle with olive oil. Bake for 30 minutes.', 'Remove from the oven and allow to cool for a few minutes. Using your hands or a handheld lemon press, squeeze the juice from the roasted lemon halves into the dish, taking care not to get any seeds in the dish. Squeeze the roasted garlic head to release the cloves into the dish.', 'Mix all of the contents of the baking dish together until a smooth, creamy sauce forms.', 'Add the cooked pasta to the baking dish and stir to coat.', 'Serve topped with fresh lemon zest and crushed red pepper flakes, if desired.']",https://www.allrecipes.com/baked-lemon-boursin-pasta-recipe-8659017
These Copycat Choco Tacos Taste Just Like the Real Thing,"If Klondike won't bring back the ice cream truck treat, you can still make it at home.","['1/2 cup butter', '1/2 cup packed dark brown sugar', '1/2 cup egg whites', '1 1/2 teaspoons vanilla extract', '1/2 teaspoon salt, plus a pinch', '1/2 cup plus 1/8 cup flour', '1/4 cup water', 'vanilla fudge swirl ice cream', '1 cup semisweet chocolate chips', '1/3 cup coconut oil', '1/2 cup\xa0chopped\xa0unsalted peanuts']","[""Running down the street chasing after the\xa0ice cream truck is peak nostalgia. And chances are, if you weren't a SpongeBob kid, you were a Choco Taco kid. Either way, it was always worth the sprint and spare scrunched-up dollars in the end."", 'As we all know, Klondike sadly discontinued its widely beloved\xa0Choco Taco. An ice cream truck staple that was—yes, a waffle cone shaped like a taco—filled with vanilla fudge-swirl ice cream dipped in a delicate yet crunchy, peanut-chocolate hard shell.', 'In case the beloved ice cream truck treat never makes a comeback, this recipe produces a chocolate-covered ice cream taco that tastes just as good—if not better—from the comfort of your own kitchen.', ""First, you'll make the waffle cones shaped like tacos by browning waffle cone batter in a skillet—or cooking it in a waffle iron. Once browned, shape it into a taco by draping the hot cone over a hard-cover book lined with parchment paper and allowing it to cool and harden."", 'Then, mix up the chocolate hard shell by melting chocolate chips and coconut oil in the microwave. Once smooth, stir in the peanuts.', 'Fill each taco cone with store-bought ice cream and top with the peanut-chocolate mixture. Allow to freeze, then enjoy frozen.', 'Editorial contributions by Nea Arentzen and Bailey Fink', 'Gather all ingredients.', 'Stand a thin hard cover book up straight with the hard edge facing upwards. Drape a sheet of parchment across the book (this is what you will use to shape the shells). Line a plate with parchment paper.', 'Heat butter in a small saucepan over medium-low until melted, 2 to 3 minutes. Transfer the melted butter to a bowl, then whisk in brown sugar, egg whites, vanilla to taste, and 1/2 teaspoon salt. Add flour and water. Whisk until the batter is smooth and no clumps remain.', ""Heat a non-stick skillet over medium. Pour about 1 tablespoon batter into the pan; spread into a thin layer with a spoon. Cook until browned on the bottom and bubbles begin to form on top, 1 to 2 minutes. Flip and cook until browned on other side, 1 to 2 minutes more. Remove from pan and immediately drape over parchment-lined book, pressing to help form that taco shell shape. Transfer to a parchment-lined plate and repeat with remaining batter. Let cool completely before filling. Alternatively, preheat a waffle cone maker according to manufacturer's instructions. Pour batter into the preheated waffle maker and cook according to instructions. Remove from pan and immediately drape across the parchment-lined book. Let cool completely before filling."", 'Remove ice cream from the freezer and let soften for about 5 minutes.', 'Meanwhile, combine chocolate chips and coconut oil in a microwave-safe bowl; microwave in 30-second intervals, mixing well between each, until mixture is melted and smooth, 1 to 2 minutes. Stir in chopped peanuts.', 'Carefully fill the taco shells with the ice cream, pressing down gently to evenly distribute the ice cream to the edges. Repeat with the remaining taco shells. Place back on the parchment-lined plate.', 'Dip the top of each ice cream taco in the peanut-chocolate mixture to completely coat the exposed ice cream. Return to the parchment-lined plate. Repeat with the remaining tacos until all are dipped. Once chocolate has hardened, carefully place Choco Tacos in a sealable container or bag and return to freezer.']",https://www.allrecipes.com/copycat-choco-tacos-recipe-8660298
Limoncello Sunrise,This gorgeous limoncello sunrise cocktail mimics the stunning colors often found in a sunrise. Adding an orange slice and a maraschino cherry make it extra nice for a special occasion.,"['2 fluid ounces limoncello', '4 fluid ounces orange juice', '1 splash grenadine', 'ice cubes (optional)', '1 orange slice (optional)', '1 maraschino cherry (optional)']",['Add ice cubes to an Old Fashioned glass. Pour in limoncello and orange juice. Slowly pour in grenadine (It will sink to the bottom of the glass). Garnish with an orange slice and a maraschino cherry. Serve immediately.'],https://www.allrecipes.com/limoncello-sunrise-recipe-8673768
Hamburger Bun Bread Pudding,"This hamburger bread pudding, made from stale hamburger buns, is absolutely stellar. It is the most refined bread pudding ever--it has a light, luxe texture and features 3 secret ingredients (and a very good story).","['3 tablespoons softened butter', '8 stale brioche-style hamburger buns', '1 teaspoon sesame seeds', '5 large eggs', '1 cup white sugar', '2 tablespoons whiskey', '2 teaspoons vanilla extract', '1/2 teaspoon ground cinnamon', '1/4 teaspoon salt', '3 cups milk', '1 cup heavy cream', '1 teaspoon ketchup', '1 teaspoon mustard', '1 teaspoon mayonnaise', '1/3 cup golden raisins (optional)', '3 tablespoons butter', '1/4 cup whiskey', '1/4 cup brown sugar', '2 tablespoons water', '1 pinch salt']","['Butter a 9x12-inch or 9x13-inch baking dish with 3 tablespoons butter and set aside. If buns are not already stale and relatively dry, split them open and spread out on a baking sheet. Bake at 250 degrees F (120 degrees C) until very lightly toasted, about 20 minutes. Let cool.', 'For custard batter, combine eggs, white sugar, whiskey, vanilla, cinnamon, salt, milk, cream, ketchup, mustard, and mayonnaise in a bowl; whisk to combine.', 'Lay 6 bun bottoms into the prepared baking dish. Break last 2 bun bottoms and 1/2 of a top bun into large pieces and use pieces to fill in the gaps.', 'Ladle half of custard mixture over buns. Place 6 bun tops over bottom layer and use the last 1 1/2 top buns to fill in the center gap. Ladle remaining custard mixture over. Wrap and refrigerate for at least 3 hours or preferably up to 12 hours.', 'Preheat the oven to 350 degrees F (175 degrees C). Brush the tops of buns with some of the custard mixture and sprinkle with sesame seeds.', 'Bake in the preheated oven until buns are browned and puffed up, about 1 hour. Remove to cool on a wire rack.', 'For whiskey sauce, add butter, whiskey, brown sugar, water, and a pinch of salt to a small saucepan and bring to a boil over medium-high heat. Turn off heat and let cool before using. Sauce will thicken as it cools.']",https://www.allrecipes.com/hamburger-bun-bread-pudding-recipe-8674069
Feta and Spinach Stuffed Chicken Breasts,"These feta and spinach stuffed chicken breasts are bright, lemony, cheesy, and moist. A quick spice rub on the chicken makes a savory backdrop for the briny feta and spinach filling.","['4 (8 ounce) skinless, boneless chicken breasts', '2 teaspoons paprika', '1 teaspoon kosher salt', '1 teaspoon dried oregano', '1/2 teaspoon garlic powder', '1/2 teaspoon onion powder', '1/2 teaspoon freshly ground black pepper', '2 tablespoons olive oil', '1 (10 ounce) package frozen chopped spinach, thawed and squeezed dry', '2 ounces feta cheese\xa0in brine, crumbled', '2 tablespoons freshly squeezed lemon juice', '2 tablespoons finely chopped green onions', '1 tablespoon minced garlic', '1/2 teaspoon dried dill']","['Gather all ingredients.', 'Preheat the oven to 400 degrees F (200 degrees C). Pat chicken dry using paper towels. Cut a horizontal slit in the thickest part of each chicken breast to create a pocket, making sure not to cut all the way through.', 'Stir together paprika, salt, oregano, garlic powder, onion powder, pepper, and 1 tablespoon olive oil in a small bowl until combined. Rub chicken with paprika mixture until evenly coated.', 'Stir together spinach, feta, lemon juice, scallions, garlic, and dill in a medium bowl until blended. Stuff each pocket with 1/4 cup of the spinach mixture. Close pockets with wooden picks.', 'Heat remaining 1 tablespoon oil in a large cast-iron skillet over medium. Add chicken, and cook until spices toast and darken, 3 to 4 minutes per side.', 'Transfer skillet to preheated oven, and cook until an instant-read thermometer inserted into thickest portion of chicken registers 165 degrees F (74 degrees C), about 15 minutes. Remove and discard wooden picks.']",https://www.allrecipes.com/feta-and-spinach-stuffed-chicken-breasts-recipe-8653824
Buffalo Chicken Pizza Rolls,"These Buffalo chicken pizza rolls are filling little rolls—the perfect bite-sized appetizer or snack. The Buffalo sauce, chicken, and cheese ratio is ideal; it's not too saucy or overly spicy. The ranch butter brushed overtop adds another layer of herbaceous flavor that's a new spin on a classic combo.","['1/2 cup shredded cooked chicken', '2 ounces low-moisture part-skim mozzarella cheese, shredded (about 1/2 cup)', '2 1/2 tablespoons Buffalo-style hot sauce (such as Frank’s® RedHot)', '1 (13.8 ounce) can refrigerated pizza crust dough\xa0(such as Pillsbury®)', 'nonstick cooking spray', '2 tablespoons unsalted butter,\xa0melted', '1 teaspoon ranch dressing mix', 'ranch dressing or blue cheese dressing, for serving']","['Gather all ingredients.', 'Stir chicken, mozzarella, and hot sauce together in a small bowl until well combined; set aside.', 'Roll out dough on a lightly floured surface to a 6x20-inch rectangle using a rolling pin. Cut dough into 8 3x5-inch rectangles.', 'Brush edges of dough lightly with water. Place 1 tablespoon chicken mixture in the center of each rectangle. Roll dough over filling to form a 3 1/2x1 1/2-inch log. Pinch sides to seal. Transfer to a parchment-lined baking sheet.', 'Preheat an air fryer to 400 degrees F (200 degrees C) for 2 minutes. Lightly coat the air fryer basket with cooking spray. Working in batches, place pizza rolls around edges of air fryer basket in 1 layer, and cook until golden brown, about 7 minutes.', 'While pizza rolls are cooking, stir together melted butter and ranch dressing mix in a small bowl. Brush cooked pizza rolls with seasoned butter. Serve with ranch dressing, if desired.']",https://www.allrecipes.com/buffalo-chicken-pizza-rolls-recipe-8653775
Our 18 Favorite Peach Dessert Recipes,Make the most of peach season with these top-rated recipes,[],"[""If you love summer, then sweet, juicy peaches must be summer's way of loving you back. These top-rated peach desserts (and one delicious drink) will help you make the most of a glorious peach season. Enjoy!"", 'Fresh peaches are sliced and baked with a homemade streusel topping in this oats-free peach crisp. ""This recipe takes the simplicity of fresh peaches and turns them into a scrumptious dessert!"" says CLYN.', 'Fresh peaches and just three other ingredients combine for a cobbler that slow cooks to perfection. This is a perfect summer dessert with no oven required!', '""The kind of pie we dream about. Best peach pie I\'ve ever made."" – Leah', 'Fresh peach halves caramelize with brown sugar and nutmeg for this summery upside-down cake. ""Delicious! I also used buttermilk in place of regular milk. There was no bland cake here! It was perfectly sweet, with a lovely texture, and it really allowed the fresh peaches to shine through. I also love how quick it came together!"" – Kim', 'In an era of over-the-top ice cream styles, it\'s nearly impossible to find peach ice cream. Discover for yourself the glories of its simple peaches-and-cream flavor. ""Followed the recipe exactly as written. Best ice cream we have ever had! Will be making this again."" – Brad Voyles', '""If you\'re thinking of making peach (or blueberry) pie, don\'t—make these instead,"" says reviewer ohevshalomel. ""These bars are poetry in bakery. They\'re tender and sweet without being cloyingly sweet. They go great with vanilla ice cream. I may or may not have eaten all but one piece in a day.""', 'As easy as it is delicious! You can use fresh or canned peaches to get the classic Southern flavors of this fresh summer peach cobbler. ""Very, very yummy!"" raves MMCCLOREY. "" I used two bags of frozen peaches and it turned out VERY good! I\'m sure fresh Georgia peaches would be 100x better, but in the dead of winter frozen peaches worked fine.""', 'Sliced fresh peaches are sauteed in butter and then simmered with brown sugar, vanilla, and whiskey until the peaches are soft and the sauce is dark and delicious. ""Sweet peaches with a hint of whiskey,"" says MAGIRITARZ. ""Good as a side dish or on top of vanilla ice cream for a tasty dessert. Use a good quality whiskey for the best flavor.""', 'Here\'s an easy peach crisp that\'s not too sweet, which allows the natural taste of the peaches to really stand out. ""Very easy dessert with wholesome granola and oats for the topping,"" says BAJSHA, the recipe submitter. ""Not too sweet for those who prefer natural peach flavors. Good peaches make the difference, but you can use canned. Serve warm with fresh whipped cream.""', 'Puff pastry, apricot preserves, and fresh peaches are all you need! ""This simple 3-ingredient dessert will save the day when you need to whip up something quick but impressive at the last minute,"" says foodelicious. ""Substitute the peaches with any kind of fresh fruit, such as plums, nectarines, apples, or pears.', 'There are no shortcuts with this old-fashioned peach cobbler recipe. Fresh peach slices, flavored with lemon and orange juices, nutmeg, and cinnamon, are enclosed in a flaky homemade pastry. ""This is the best peach cobbler I have ever tasted!"" raves ILUVU. ""It reminds me of the pies my grampa would make. Kids love it.""', '""I’ve a bunch of peaches from the peach truck that I was trying to use when I stumbled upon this recipe. Having married a German, I hoped I could put a smile on hub’s face. This was Delish! It’s not too sweet, like most German kuchen."" –Saraschen', 'This rich and creamy bread pudding is made with French bread and fresh peaches and topped with a warm rum-caramel sauce. ""This is a wonderful variation from the plain old bread pudding,"" says smallpie2. ""I will definitely make it again. The caramel sauce is also great on other desserts.""', '""This peach cobbler is a lot crispier than a regular cobbler, and you can use the technique for other fruit cobblers. Serve warm with vanilla ice cream,"" says Chef John.', '""When you live in the Peach State, you take full advantage of those fresh juicy Georgia peaches when they are in season!"" says Kim\'s Cooking Now. ""If you love strawberry shortcake, and you love peaches, I\'m sure you\'re going to love this!""', '""Peach cobbler and cheesecake is an extraordinary combination,"" says lutzflcat. ""The peaches are bursting with sweet, fresh flavor, and the cheesecake filling is creamy and luscious. Together, they are divine!""', 'Peach fritters are a tasty way to enjoy summer peaches! ""Making fresh peach fritters with chunks of peaches in a peach batter instead of chunks of peaches in a plain batter changes everything,"" according to Chef John. ""These fritters are pure peach goodness. Serve with vanilla ice cream and an optional Bourbon simple syrup.""', 'This refreshing twist on the classic wine punch features white wine and peach vodka with slices of fresh white peaches and grapes. Always a hit at summer parties! JMARKER4 says, ""Made this for a 4th of July party and it was a huge hit! I had people desperately eating the fruit once the sangria was all gone!! We had to concoct a second batch.""', '""When choosing peaches, be sure that they do not have any green on the skin—this means the fruit hadn\'t developed before being picked."" –\xa0patreesha', '""I used fresh peaches and left the skins on for simplicity. They were barely noticeable the first night, but when I ate the leftovers they were kind of chewy and annoying."" –\xa0blessedmommy', '""To remove the skin from peaches try blanching them; 30-45 seconds in boiling hot water taken off the heat followed by 15 seconds in an ice bath (to keep the peach from continuing to cook)."" –\xa0Molly', '""If you don\'t have flavorful, in-season peaches then go with frozen peaches—they are better than tasteless, grainy, fresh ones."" –\xa0ripple2']",https://www.allrecipes.com/gallery/best-peach-dessert-recipes/
